pitch,r_tsv,h_tsv,l_tmrdl,w_tmrdl,h_tmrdl,l_bsmrdl,w_bsmrdl,h_bsmrdl,dut_index
51.47,12.33,53.98,295.63,19.7,4.99,737.42,16.12,4.71,1062
41.63,10.33,74.62,375.73,20.95,3.93,992.84,18.78,4.87,1063
59.2,4.95,60.53,469.34,24.06,4.5,442.82,18.73,2.4,1064
23.58,9.32,68.37,465.47,18.27,4.26,625.97,16.78,3.39,1065
53.64,5.09,85.04,150.01,11.82,4.48,852.36,14.94,3.52,1066
43.6,14.89,84.31,767.08,14.49,4.87,735.28,18.04,2.86,1067
56.35,8.03,72.94,139.92,26.07,4.44,341.15,26.71,5.08,1068
46.57,2.82,50.23,511.33,18.36,4.94,166.84,17.81,5.96,1069
31.37,13.12,96.5,134.78,16.8,4.4,477.0,17.0,5.09,1070
51.92,2.98,55.58,255.0,23.5,2.02,422.57,23.31,4.28,1071
45.38,14.22,63.99,140.53,20.31,2.59,454.98,20.02,2.52,1072
51.24,9.12,61.32,440.58,24.98,2.98,628.05,16.72,3.32,1073
35.38,3.39,80.83,102.83,20.9,3.48,707.03,25.76,5.34,1074
51.39,7.49,89.78,145.29,25.98,3.41,503.59,20.75,2.84,1075
57.59,4.45,58.71,411.18,27.38,5.67,216.38,14.09,3.51,1076
40.71,10.96,62.74,792.02,19.12,3.46,349.71,22.7,4.2,1077
35.11,5.86,61.42,725.71,15.47,3.75,312.92,22.15,3.08,1078
23.16,4.86,86.95,371.12,19.36,4.69,413.08,12.64,3.3,1079
39.39,6.47,58.58,197.85,14.43,4.56,552.82,11.62,4.37,1080
58.42,10.45,87.5,256.6,24.57,2.77,977.29,16.37,4.49,1081
29.05,3.06,72.81,311.85,20.39,3.65,266.71,23.16,2.49,1082
45.77,9.74,74.29,923.45,29.79,3.39,511.07,19.19,4.95,1083
50.97,5.71,52.31,162.66,22.44,3.86,864.35,13.67,3.5,1084
39.06,2.36,50.65,204.11,21.56,4.83,132.7,13.85,3.33,1085
45.54,6.24,81.02,850.22,18.13,4.9,763.31,10.71,5.31,1086
21.8,5.05,59.49,822.5,18.08,2.66,600.21,18.72,5.67,1087
43.76,4.54,71.5,152.08,17.2,3.95,284.63,17.11,5.06,1088
27.46,12.47,74.23,723.47,20.02,4.98,728.16,13.16,3.45,1089
28.91,10.66,91.32,253.14,20.56,4.86,282.22,20.45,4.17,1090
51.23,14.46,53.75,778.95,28.54,3.99,973.44,16.61,5.65,1091
59.23,9.41,74.8,436.48,17.3,4.38,343.61,22.66,5.15,1092
38.09,2.86,79.06,535.09,21.91,4.72,108.7,27.19,5.94,1093
47.52,2.81,50.07,405.0,22.04,4.23,683.33,25.22,4.13,1094
45.52,11.38,86.24,973.38,11.0,5.75,116.07,18.43,5.61,1095
48.81,7.33,94.21,347.85,28.33,3.52,228.43,29.15,5.22,1096
49.92,14.16,87.62,556.54,20.11,3.65,936.48,11.19,3.22,1097
54.0,6.77,77.0,392.39,22.39,2.83,180.03,19.63,5.89,1098
35.18,10.56,62.29,624.22,12.37,5.81,437.69,16.76,3.53,1099
44.55,3.46,54.58,159.07,26.89,4.9,113.6,26.28,3.3,1100
45.13,5.15,97.52,428.32,21.26,4.63,109.27,16.02,4.88,1101
44.91,5.73,97.85,715.28,15.28,3.18,313.88,26.15,4.16,1102
33.97,6.48,76.55,627.49,20.04,2.15,923.26,18.09,3.66,1103
39.46,11.63,61.56,838.4,22.99,3.74,382.01,23.9,2.46,1104
47.35,5.94,75.77,523.52,15.72,4.35,420.38,29.28,3.17,1105
24.69,11.22,62.9,647.58,10.0,3.57,460.75,15.72,3.58,1106
45.69,11.65,61.74,914.5,18.69,4.93,962.47,19.66,2.65,1107
55.74,14.02,92.29,912.89,20.14,2.39,686.11,15.24,4.72,1108
23.99,7.84,71.29,288.7,16.39,5.5,740.38,13.76,3.02,1109
46.81,9.28,98.39,819.57,28.47,3.44,791.28,29.93,5.97,1110
47.29,7.75,64.73,247.66,28.48,5.31,466.47,21.96,3.55,1111
31.0,11.67,83.37,471.65,27.36,4.29,650.84,10.21,3.73,1112
17.05,2.22,66.25,524.33,10.04,3.06,627.0,13.89,2.38,1113
49.57,9.39,52.45,484.85,17.84,2.87,547.08,25.82,5.03,1114
44.58,6.49,78.97,177.29,11.19,3.27,978.26,23.45,5.88,1115
29.14,4.39,94.11,365.51,16.45,5.98,118.37,15.18,4.83,1116
43.25,8.34,93.04,736.11,11.44,4.31,485.44,14.06,5.72,1117
42.57,14.03,90.34,846.61,15.42,5.86,273.05,23.13,5.0,1118
30.68,9.06,94.55,310.38,25.57,4.6,399.55,21.67,2.45,1119
37.23,5.38,51.9,426.63,22.02,2.3,649.59,22.34,2.05,1120
38.97,8.19,66.76,422.99,21.7,2.69,925.59,12.01,4.04,1121
51.57,7.06,83.51,300.2,22.75,4.04,916.83,13.23,3.07,1122
52.73,13.98,77.45,315.29,28.43,2.46,725.53,15.79,2.42,1123
56.29,6.71,78.62,856.76,24.68,4.12,933.79,13.19,3.47,1124
40.28,12.95,89.82,461.25,12.17,2.76,532.51,13.82,4.01,1125
45.79,3.68,58.53,974.97,24.91,5.52,182.98,29.89,5.84,1126
54.38,2.02,77.13,542.62,28.69,5.54,428.51,19.5,5.06,1127
40.18,11.98,81.11,222.52,14.97,2.32,836.9,28.38,3.09,1128
49.91,8.09,75.14,314.46,12.43,5.07,370.16,12.13,3.44,1129
56.79,14.13,81.81,571.38,15.26,3.38,972.49,17.1,3.4,1130
40.65,5.33,62.49,400.71,23.07,3.69,202.95,17.29,2.23,1131
57.72,4.05,68.53,671.33,11.51,3.24,770.27,13.06,2.68,1132
29.89,3.15,60.21,681.44,22.22,5.83,639.38,19.35,4.6,1133
54.71,2.7,71.8,120.62,24.49,4.8,488.67,21.03,4.68,1134
33.84,6.42,79.46,510.62,23.13,3.48,751.95,27.23,2.7,1135
33.86,12.26,97.43,598.43,14.9,3.88,917.9,27.83,3.13,1136
59.99,6.93,77.37,498.38,27.73,2.61,943.26,26.81,5.59,1137
23.98,9.98,71.54,834.05,12.49,2.17,889.42,22.97,3.19,1138
34.48,3.76,95.8,671.96,23.29,4.24,809.65,27.7,4.18,1139
49.54,8.95,75.9,630.11,19.29,2.46,524.26,16.13,3.85,1140
49.37,2.88,98.93,480.86,27.43,3.58,579.06,16.95,2.85,1141
48.49,10.73,86.0,278.27,27.0,5.27,146.34,22.47,4.53,1142
57.85,13.93,85.12,763.15,20.54,3.42,177.04,27.67,4.97,1143
55.39,14.98,99.76,435.18,27.27,5.15,862.15,16.66,4.7,1144
28.94,2.62,56.77,228.09,17.6,4.36,850.79,12.43,2.29,1145
25.87,8.71,64.18,482.88,14.15,3.29,684.02,16.89,3.84,1146
55.17,14.36,59.0,781.5,28.02,3.21,356.7,19.26,5.81,1147
54.74,14.74,69.31,704.23,20.72,2.22,987.43,11.34,5.26,1148
34.51,4.36,91.47,651.19,17.01,2.72,610.61,14.91,4.69,1149
48.73,9.82,95.29,127.98,11.85,4.81,806.84,12.75,3.75,1150
56.82,2.74,53.65,661.51,14.77,4.91,450.43,23.99,5.69,1151
44.21,12.01,52.15,558.06,13.39,5.51,200.15,11.07,4.32,1152
39.45,8.49,57.85,709.93,12.6,3.22,367.81,12.48,2.76,1153
54.65,5.88,76.89,971.81,16.97,2.24,327.02,29.37,2.02,1154
35.88,4.81,91.73,673.58,27.21,5.76,585.01,14.11,3.35,1155
43.95,3.57,73.56,416.89,12.3,4.72,521.06,15.45,2.51,1156
19.03,6.1,54.55,886.68,14.35,4.47,480.77,11.71,3.77,1157
52.48,4.57,63.6,773.16,12.66,3.13,640.99,13.61,4.92,1158
50.77,2.62,83.82,174.65,16.55,3.79,384.59,14.5,2.64,1159
51.71,5.44,67.69,617.29,26.64,5.65,354.88,15.26,4.12,1160
38.79,2.28,90.69,595.85,27.66,5.98,669.54,15.52,5.66,1161
57.4,14.54,86.46,534.17,24.4,3.21,563.52,10.18,3.76,1162
47.34,5.36,88.6,479.39,25.4,4.57,321.61,11.7,3.9,1163
34.93,10.83,89.68,757.3,19.51,4.1,752.74,19.88,2.93,1164
31.98,8.53,85.65,138.6,19.54,5.1,758.41,11.86,2.08,1165
45.21,2.34,82.92,486.79,16.07,3.2,827.41,20.18,5.86,1166
25.32,11.26,72.63,994.27,10.68,2.63,961.19,23.71,5.17,1167
52.95,12.97,65.92,466.28,29.91,4.16,286.16,19.98,2.58,1168
51.17,4.32,63.46,399.27,29.74,4.43,566.37,14.7,5.19,1169
33.09,5.62,72.9,935.64,21.6,4.33,504.16,12.17,2.6,1170
36.97,5.52,66.19,799.9,24.22,2.7,749.16,17.61,2.14,1171
48.46,4.84,73.26,803.46,16.09,2.38,665.53,29.59,4.3,1172
59.72,11.47,89.9,835.1,20.76,3.57,178.82,11.28,5.72,1173
39.36,11.14,89.16,760.69,26.8,4.11,320.15,23.67,2.55,1174
34.56,14.86,88.82,699.73,13.79,2.37,267.93,17.55,4.03,1175
26.01,4.59,82.46,727.84,24.05,5.56,517.44,22.94,4.88,1176
31.7,11.27,58.39,750.93,21.04,3.68,567.68,18.18,2.43,1177
53.59,4.63,72.18,734.51,25.25,4.61,187.41,21.6,3.53,1178
51.16,5.65,80.27,231.15,19.43,3.03,803.77,23.0,5.12,1179
42.62,4.92,52.9,600.45,27.14,5.21,863.33,23.79,4.76,1180
57.21,6.84,67.08,547.85,24.26,3.3,489.36,23.12,5.81,1181
32.29,5.99,52.63,983.16,27.85,5.01,860.78,10.16,5.62,1182
52.41,10.47,50.73,385.8,24.3,5.57,601.3,25.37,5.68,1183
33.42,9.78,64.89,770.59,14.54,5.87,899.49,16.04,4.08,1184
33.14,7.33,69.22,709.55,10.52,3.76,124.29,21.8,3.87,1185
38.74,8.06,69.97,374.1,24.86,5.99,956.67,23.38,3.86,1186
53.04,12.4,71.42,858.61,21.42,5.74,954.72,14.82,3.69,1187
55.59,8.8,80.37,565.26,12.89,5.12,511.79,19.69,3.36,1188
24.59,5.11,78.31,683.57,22.9,3.18,172.38,16.0,2.37,1189
45.0,9.36,64.32,147.38,13.9,3.55,404.29,17.77,5.15,1190
46.37,13.08,98.57,602.32,21.31,4.5,831.88,14.46,2.78,1191
23.83,5.06,69.79,352.21,14.56,2.51,853.2,15.58,4.51,1192
37.45,6.76,50.59,908.32,11.08,2.97,188.39,19.56,5.83,1193
31.11,9.95,72.29,883.35,24.46,4.13,686.71,28.8,4.14,1194
48.31,13.37,59.35,999.47,12.19,4.01,213.39,21.41,2.48,1195
47.08,7.67,57.54,964.4,29.38,4.48,727.72,21.75,2.61,1196
58.97,12.06,78.56,659.54,29.45,5.57,227.46,14.43,5.21,1197
35.97,7.76,94.01,654.98,12.54,2.7,910.34,13.85,5.87,1198
33.78,14.95,98.96,249.05,13.31,3.77,782.33,27.15,3.93,1199
26.2,3.22,85.41,910.45,23.04,5.85,262.77,22.6,5.95,1200
57.95,8.26,63.5,229.85,17.78,5.42,161.89,28.18,2.74,1201
52.25,13.33,54.38,513.46,10.66,3.71,546.15,24.48,5.64,1202
52.22,3.03,76.66,119.3,15.49,2.57,290.13,11.02,3.03,1203
57.41,7.2,94.7,652.15,22.62,4.68,516.69,12.51,5.99,1204
24.09,3.05,96.2,270.89,11.41,2.0,811.05,22.29,3.06,1205
30.04,12.09,51.95,107.16,11.98,2.5,958.62,17.9,2.34,1206
30.43,9.47,79.18,239.46,14.18,4.45,141.39,17.14,4.62,1207
38.83,13.26,84.74,525.33,25.87,2.43,235.1,13.93,2.36,1208
53.21,7.18,70.2,522.55,26.24,3.91,356.44,29.15,4.63,1209
22.85,8.78,96.03,193.78,13.5,4.58,435.04,17.98,2.1,1210
39.54,8.64,82.95,279.43,16.01,3.05,351.5,10.07,4.29,1211
49.14,13.76,54.04,979.95,20.24,3.24,896.63,21.5,3.66,1212
33.95,11.03,63.7,506.9,28.65,4.74,279.05,13.69,4.18,1213
25.85,4.68,85.14,981.96,22.17,4.22,745.61,14.89,3.2,1214
49.42,14.71,80.65,748.32,23.71,5.43,221.83,15.39,4.09,1215
38.21,13.71,99.93,927.55,27.87,5.8,326.05,10.43,2.81,1216
46.47,8.86,66.59,142.29,25.89,5.47,706.01,20.69,5.6,1217
47.29,6.41,68.39,597.35,12.77,4.03,802.39,19.87,5.24,1218
49.21,10.22,51.44,323.66,14.74,5.05,195.74,21.15,4.37,1219
44.11,14.43,70.13,349.11,28.96,4.45,990.39,24.57,5.05,1220
49.38,9.69,67.67,189.18,13.21,5.76,494.15,10.3,4.53,1221
38.08,9.29,76.32,394.94,10.33,4.13,583.62,26.21,3.28,1222
58.15,8.59,63.83,329.48,24.41,3.99,303.71,19.7,4.84,1223
39.58,6.71,54.72,497.74,29.04,3.6,870.88,28.47,2.5,1224
42.22,4.24,66.33,472.81,24.67,2.93,597.08,28.24,2.43,1225
49.98,4.16,84.76,284.1,25.38,4.98,774.65,29.0,5.25,1226
40.32,10.18,97.69,597.0,18.87,2.33,795.21,27.2,2.83,1227
46.47,9.34,77.95,309.7,28.82,5.36,452.22,26.91,3.47,1228
48.19,2.87,56.48,443.58,16.42,2.35,887.98,13.3,3.23,1229
20.24,8.54,84.47,928.6,18.9,3.84,762.62,16.24,3.82,1230
33.0,9.48,82.22,190.05,26.12,4.69,607.93,16.69,5.34,1231
31.09,7.45,82.84,420.36,17.77,4.75,904.39,26.88,3.65,1232
54.23,9.93,98.69,554.12,18.9,5.87,768.61,25.89,3.67,1233
41.52,9.19,56.68,936.2,15.74,5.22,720.86,25.44,3.5,1234
46.5,14.95,89.54,604.36,12.51,5.82,550.59,13.54,5.58,1235
27.66,11.9,92.94,171.05,22.89,4.51,668.54,12.57,5.76,1236
33.34,14.82,67.05,488.68,11.21,2.19,327.95,15.3,3.67,1237
49.64,11.76,60.59,557.05,25.14,5.28,983.49,27.53,5.47,1238
32.14,2.07,52.4,764.97,28.51,2.04,239.11,26.44,2.0,1239
33.4,10.53,81.27,181.96,22.42,2.16,508.28,11.79,5.99,1240
36.68,4.74,72.41,449.42,29.77,4.28,472.92,14.72,2.63,1241
59.55,8.3,93.76,575.05,15.65,5.35,120.22,20.86,4.22,1242
59.39,14.29,78.42,350.71,20.5,2.42,277.59,22.07,4.75,1243
58.01,12.44,90.95,118.67,21.12,5.1,322.23,15.96,2.01,1244
52.21,9.15,93.15,786.63,11.87,5.2,366.33,21.02,3.91,1245
55.94,2.3,89.59,219.27,27.57,4.04,959.56,22.21,5.14,1246
26.03,4.62,50.17,554.59,21.64,4.95,380.79,13.75,5.18,1247
38.25,5.63,58.32,391.04,17.3,4.88,704.31,26.56,5.39,1248
43.88,12.52,74.15,559.68,18.61,2.38,622.47,23.55,4.24,1249
45.9,8.28,96.67,163.27,20.66,4.96,826.22,25.56,4.48,1250
49.69,4.78,79.6,343.03,15.22,3.31,201.25,20.81,3.31,1251
49.45,12.57,91.6,413.27,26.2,5.99,522.69,28.66,4.05,1252
47.94,7.43,55.31,607.29,26.67,3.35,208.68,16.4,5.85,1253
35.56,10.9,90.25,682.39,20.89,4.7,562.25,19.05,3.05,1254
45.86,12.79,79.28,111.02,12.05,3.81,647.34,10.85,2.26,1255
48.37,12.5,88.51,912.08,24.89,5.52,336.76,24.61,5.91,1256
36.34,6.21,59.76,785.04,24.52,2.68,448.19,20.96,5.78,1257
53.35,3.36,79.05,544.21,28.77,5.93,614.52,15.09,5.91,1258
39.66,14.66,83.39,631.45,20.2,4.64,974.79,14.34,5.13,1259
38.83,13.47,95.09,885.97,17.38,3.47,841.24,22.62,5.32,1260
30.3,10.39,94.36,890.69,24.44,4.17,866.73,23.37,3.34,1261
59.24,5.12,58.67,585.52,12.34,5.68,547.9,13.09,2.27,1262
44.07,13.8,94.48,574.2,16.76,3.63,396.27,11.09,4.85,1263
28.4,9.07,94.95,702.69,19.63,5.13,301.6,14.54,4.65,1264
21.37,4.18,89.28,637.76,11.57,2.84,773.48,15.43,4.29,1265
47.14,2.49,74.49,866.58,27.81,2.99,932.08,26.99,3.72,1266
59.01,3.17,95.63,408.23,12.82,3.89,638.39,20.55,3.41,1267
54.36,5.53,51.34,582.51,23.94,2.32,174.92,26.38,4.25,1268
36.65,12.31,83.98,724.58,23.1,2.01,938.94,10.8,3.0,1269
33.05,2.52,98.5,379.49,14.84,3.23,757.42,22.04,4.46,1270
33.52,5.38,98.64,593.8,18.8,5.73,407.5,14.63,4.03,1271
31.37,14.58,77.09,802.41,10.28,2.78,754.0,16.81,5.28,1272
59.65,10.3,88.26,937.38,26.5,3.59,909.2,24.85,4.41,1273
34.49,5.21,68.8,383.78,26.04,2.81,308.29,17.72,4.41,1274
54.28,4.56,87.23,858.06,18.96,4.58,833.15,29.11,4.67,1275
52.71,10.66,97.81,191.78,27.53,5.43,287.37,25.3,2.75,1276
40.19,11.57,95.5,839.86,14.94,2.21,251.34,26.07,2.64,1277
50.56,8.68,77.25,180.74,21.25,4.78,506.89,22.25,2.97,1278
39.94,10.11,92.63,446.41,17.53,5.16,509.21,17.19,2.25,1279
56.82,10.37,86.9,584.03,18.48,3.0,692.74,12.0,4.42,1280
34.94,6.19,86.68,202.36,21.35,3.37,210.65,26.95,3.03,1281
46.7,4.66,54.48,153.3,21.74,3.76,623.8,18.39,5.47,1282
28.16,10.75,55.35,667.57,10.24,3.14,135.17,15.05,2.76,1283
43.93,3.63,99.85,516.39,10.78,3.32,948.11,19.79,4.07,1284
53.54,7.29,62.38,876.36,25.67,4.42,653.14,14.96,2.38,1285
29.65,12.09,67.81,207.94,16.52,5.86,305.68,10.54,4.02,1286
32.23,3.65,85.75,998.58,21.13,2.72,598.42,27.39,3.83,1287
54.83,13.57,73.9,280.71,19.08,3.5,975.94,16.2,5.53,1288
53.09,9.79,84.54,539.64,10.83,5.32,555.32,26.1,5.74,1289
47.17,13.26,79.78,563.86,27.04,5.9,125.88,29.6,3.24,1290
41.84,12.92,83.09,252.73,19.76,2.74,533.83,14.18,3.61,1291
50.03,11.88,77.55,296.18,17.61,2.26,478.04,22.44,2.03,1292
43.79,12.81,64.68,345.18,15.68,2.56,970.53,23.44,3.43,1293
35.03,3.48,70.65,245.5,28.9,4.76,453.89,24.02,4.51,1294
46.39,2.63,82.62,183.71,22.29,3.34,161.84,16.26,5.98,1295
25.52,9.31,68.98,816.42,21.2,3.9,985.58,13.71,2.09,1296
23.99,10.93,98.48,675.11,12.93,5.45,963.62,17.7,2.34,1297
56.94,5.95,82.73,432.81,13.82,5.12,695.66,24.79,5.25,1298
21.67,2.42,59.08,719.15,15.2,5.02,764.45,14.02,5.68,1299
35.73,5.34,76.12,304.64,19.22,2.22,302.55,23.87,2.82,1300
52.25,5.97,82.64,649.44,11.61,4.46,678.13,22.42,4.64,1301
57.72,8.38,56.2,616.14,19.33,2.18,439.44,20.85,4.06,1302
37.11,6.52,76.27,601.28,28.89,3.85,592.97,18.22,4.13,1303
52.46,13.58,91.52,435.26,28.7,4.88,123.19,28.94,3.1,1304
34.48,3.58,74.87,825.15,19.42,5.17,619.94,25.67,3.55,1305
31.45,12.6,95.81,988.35,22.69,3.85,645.18,15.76,4.91,1306
37.82,3.1,77.73,380.32,12.42,5.23,539.98,23.01,3.18,1307
31.54,5.19,63.09,502.78,12.07,4.89,994.44,29.68,3.77,1308
38.8,10.6,50.3,823.98,29.95,3.78,770.67,25.85,4.0,1309
43.62,13.39,60.42,371.27,13.61,5.03,398.07,24.94,5.93,1310
54.84,7.85,88.95,452.04,29.85,5.63,449.64,23.06,5.2,1311
38.91,3.29,99.98,297.03,20.58,4.02,966.27,11.36,2.71,1312
33.62,8.84,98.09,783.5,27.97,4.22,456.83,12.31,5.05,1313
43.28,12.15,84.93,150.77,29.98,2.36,612.62,29.95,5.8,1314
53.85,13.74,93.98,660.33,17.94,5.46,563.31,25.51,5.6,1315
55.85,8.62,64.06,289.83,26.58,5.51,333.78,28.11,5.27,1316
57.97,11.32,97.27,269.67,19.97,2.05,436.14,23.22,5.08,1317
40.18,2.92,91.83,531.6,11.95,2.71,860.33,12.53,3.11,1318
31.56,11.99,96.17,185.78,27.12,2.68,781.42,17.06,5.16,1319
57.66,9.21,51.8,240.09,25.76,2.19,687.69,19.22,3.76,1320
46.38,11.38,69.88,113.03,14.87,2.47,835.53,25.04,2.28,1321
43.17,3.73,68.14,848.25,27.64,4.55,137.16,20.94,2.08,1322
50.9,13.97,62.35,853.25,11.05,2.77,873.9,24.14,3.58,1323
50.14,14.61,61.23,228.4,11.88,3.74,402.27,28.05,4.5,1324
59.47,14.84,81.98,184.63,15.6,5.88,867.89,20.5,5.63,1325
26.44,4.85,81.14,281.83,16.91,5.24,486.25,10.11,4.4,1326
27.89,6.08,80.42,875.52,22.67,5.13,981.18,19.96,5.45,1327
29.61,12.28,64.21,842.52,11.46,3.4,300.43,23.04,3.68,1328
31.92,5.58,67.38,826.19,14.27,5.91,231.91,28.16,4.17,1329
55.92,2.94,59.91,665.14,28.06,2.08,392.16,15.68,3.45,1330
51.89,10.15,80.72,246.33,24.77,5.37,648.0,19.6,5.33,1331
29.68,9.36,69.74,569.33,16.46,2.56,510.35,27.92,5.26,1332
40.85,5.16,99.41,827.34,28.0,5.89,897.78,24.52,4.74,1333
26.31,7.68,90.23,326.05,16.86,5.71,579.74,16.33,2.83,1334
30.61,11.17,52.99,632.45,27.18,4.02,139.74,25.34,4.44,1335
32.21,9.01,60.75,264.81,13.36,3.12,978.92,21.07,3.13,1336
27.29,3.32,55.65,662.77,25.17,3.33,288.78,14.4,5.61,1337
48.28,12.16,60.71,360.14,16.5,3.56,751.1,16.5,2.36,1338
52.15,5.28,59.39,187.24,28.67,3.87,778.96,11.84,2.11,1339
38.96,13.02,88.2,105.75,19.01,4.05,247.06,24.44,5.88,1340
57.38,2.78,53.89,505.23,13.7,4.66,865.75,24.15,4.99,1341
39.74,3.08,68.74,581.2,25.54,2.25,671.1,15.88,4.97,1342
42.85,2.08,92.94,199.37,22.78,4.89,893.92,20.11,5.09,1343
51.23,11.73,55.16,644.59,24.58,2.86,717.13,29.63,4.11,1344
41.05,8.74,88.39,995.39,25.08,5.08,160.73,16.92,3.74,1345
49.11,2.66,85.73,495.54,23.38,4.95,237.62,19.45,3.9,1346
51.82,3.34,99.45,476.68,29.61,5.49,165.26,22.82,4.55,1347
24.43,2.67,53.57,195.81,17.24,3.47,350.5,13.39,3.86,1348
39.36,6.12,56.82,287.8,23.37,2.73,275.58,11.67,5.7,1349
38.98,12.25,93.36,456.61,10.16,4.92,565.04,24.86,2.47,1350
43.09,10.78,71.83,892.73,12.72,4.63,545.3,29.09,4.49,1351
42.46,14.39,76.75,751.56,20.37,5.81,138.56,20.89,5.94,1352
50.28,13.19,79.73,905.58,21.18,4.56,264.04,27.94,4.82,1353
50.96,3.43,80.09,192.43,18.54,4.92,830.12,26.63,3.98,1354
33.98,11.55,70.86,255.39,28.55,3.73,743.0,10.98,4.77,1355
42.75,8.17,78.91,799.6,20.69,3.3,152.68,12.03,3.14,1356
27.86,10.72,76.59,148.75,16.3,3.28,568.16,24.53,3.15,1357
22.67,10.64,65.2,504.19,20.34,2.86,735.95,19.12,5.33,1358
24.81,9.8,69.55,453.1,15.07,2.89,823.7,15.85,4.58,1359
43.14,13.43,60.34,720.3,24.14,2.41,248.01,25.16,2.17,1360
48.52,9.46,96.94,880.74,18.95,2.35,535.33,24.58,5.55,1361
49.56,4.42,99.32,412.31,14.09,2.26,641.28,17.24,5.87,1362
52.65,2.05,66.83,904.87,18.01,4.57,808.35,25.25,5.77,1363
36.4,12.69,98.25,129.51,22.97,3.06,155.19,27.26,3.8,1364
51.9,14.5,71.11,330.42,22.27,4.32,364.6,29.43,4.79,1365
30.84,6.38,65.42,169.42,26.56,2.39,296.01,12.06,3.31,1366
51.89,14.64,67.46,383.44,12.56,3.87,472.06,29.32,5.58,1367
40.65,9.52,66.41,463.65,18.64,4.59,710.35,17.97,2.58,1368
41.95,11.94,53.21,369.61,23.97,3.08,890.9,14.0,4.9,1369
46.83,2.44,67.76,499.4,18.28,4.49,907.66,14.25,2.87,1370
44.51,7.24,52.84,212.46,27.68,2.52,606.53,25.32,4.34,1371
25.56,4.24,59.87,795.83,24.08,5.41,919.53,13.05,2.12,1372
45.89,2.73,96.08,182.41,25.34,5.21,289.6,14.76,4.2,1373
45.61,12.9,65.18,921.66,14.92,2.2,344.89,28.13,4.84,1374
52.8,5.31,53.72,924.66,18.39,3.39,121.42,24.64,5.67,1375
23.26,8.88,54.21,541.67,10.19,4.78,673.35,15.06,2.99,1376
27.47,13.11,63.9,868.81,16.65,2.1,523.56,18.26,4.08,1377
42.69,13.03,56.14,898.33,10.91,3.67,189.86,23.81,2.75,1378
50.55,14.49,53.39,475.48,20.63,5.59,838.52,11.38,3.22,1379
37.42,8.61,54.8,965.28,22.81,3.8,554.21,21.53,2.16,1380
56.64,5.75,92.56,201.24,23.98,2.06,991.41,21.21,5.49,1381
58.36,2.52,54.26,820.15,11.7,5.64,120.98,24.05,4.16,1382
43.53,14.68,78.21,385.41,27.78,5.56,215.23,21.92,3.84,1383
32.95,10.69,89.36,742.57,15.78,5.34,724.49,25.71,3.7,1384
59.82,13.6,73.43,363.67,27.95,2.81,948.84,26.23,2.8,1385
40.31,4.78,75.44,704.12,21.84,2.36,408.7,24.47,2.03,1386
54.25,13.09,70.39,997.16,14.65,4.61,173.4,11.43,3.89,1387
39.43,8.31,90.52,420.82,18.45,3.46,748.89,28.92,2.65,1388
34.25,12.22,73.03,396.42,26.39,2.24,280.22,20.59,5.71,1389
50.88,4.01,99.53,322.62,14.52,3.28,529.22,17.94,4.91,1390
23.15,10.27,50.94,906.81,12.73,3.92,920.8,21.56,5.75,1391
56.84,3.9,53.07,688.06,23.01,5.09,801.89,21.77,2.86,1392
46.37,7.64,61.84,663.81,17.52,4.59,856.76,20.07,5.28,1393
50.24,10.25,79.95,785.84,12.01,5.84,253.26,26.58,5.97,1394
59.71,13.79,89.21,126.94,18.16,3.69,715.46,16.6,5.12,1395
28.82,2.18,59.52,666.93,21.79,2.62,633.1,21.19,2.84,1396
55.9,7.91,92.43,713.51,20.78,5.53,479.58,10.96,3.63,1397
49.8,12.66,82.26,726.68,13.14,4.39,298.67,16.38,4.01,1398
48.54,2.56,73.6,608.25,26.01,5.72,816.52,20.21,2.62,1399
26.66,7.79,96.93,441.48,10.44,5.77,519.03,11.93,5.31,1400
41.93,14.15,58.87,868.15,13.86,2.07,144.53,24.36,3.43,1401
37.17,14.41,65.81,731.38,21.94,3.04,944.27,20.29,6.0,1402
50.37,6.69,64.12,810.14,24.36,3.71,541.55,26.37,3.87,1403
30.65,12.41,73.75,457.51,27.32,4.3,170.91,26.83,4.14,1404
34.5,10.16,50.99,736.81,28.78,5.31,538.43,29.53,5.22,1405
23.07,5.03,69.66,693.21,16.69,3.13,311.86,20.98,3.93,1406
21.83,5.92,56.4,532.14,13.34,2.31,676.33,15.0,4.11,1407
22.77,10.12,57.9,358.34,13.51,4.73,283.94,12.09,4.19,1408
55.27,9.67,99.64,641.6,23.44,3.35,689.04,20.39,5.07,1409
42.84,11.05,96.3,538.2,14.58,2.84,635.22,10.79,5.46,1410
33.52,8.0,76.21,775.81,15.44,4.21,537.0,22.08,4.78,1411
51.76,10.34,79.51,859.38,19.38,4.3,469.45,10.6,5.76,1412
40.47,3.61,71.94,568.37,23.31,5.9,484.55,17.83,3.29,1413
35.28,11.7,96.56,527.82,25.79,3.51,273.85,27.73,4.56,1414
47.85,10.5,61.47,837.3,10.12,3.42,181.57,27.51,4.21,1415
42.19,12.3,84.29,691.0,20.28,5.26,646.49,18.99,3.1,1416
56.94,11.24,65.02,882.34,15.12,5.72,703.29,21.34,2.21,1417
38.11,14.45,70.03,969.2,28.04,3.16,679.67,16.16,2.07,1418
