pitch,r_tsv,h_tsv,l_tmrdl,w_tmrdl,h_tmrdl,l_bsmrdl,w_bsmrdl,h_bsmrdl,dut_index
33.77,4.67,56.38,411.01,21.23,4.46,198.41,26.32,2.51,664
39.7,5.52,94.62,762.26,29.77,5.32,884.48,21.41,2.57,665
48.3,5.79,78.83,457.1,13.88,4.61,643.62,23.12,4.79,666
39.58,5.02,82.5,985.89,10.37,5.29,469.85,21.84,3.58,667
41.69,9.04,93.41,551.58,12.09,3.5,999.73,11.64,4.45,668
51.14,8.61,81.36,566.06,25.97,2.63,772.62,14.45,5.09,669
35.0,2.94,68.96,377.7,16.76,5.36,268.68,12.17,5.37,670
49.42,5.83,51.94,976.95,25.73,5.48,303.58,27.04,2.92,671
32.83,7.93,91.55,273.57,16.29,5.44,502.9,26.43,2.3,672
51.06,6.61,55.23,898.49,20.47,5.88,384.08,14.78,3.51,673
43.01,2.61,77.43,802.47,22.2,3.16,362.05,13.91,3.48,674
35.2,13.79,65.02,993.11,22.54,3.41,894.57,19.9,4.92,675
38.17,6.38,60.74,713.46,28.12,2.4,773.91,22.55,3.24,676
50.95,9.83,57.97,754.39,23.2,5.64,169.69,11.49,3.63,677
43.3,4.46,68.86,913.38,22.88,3.2,758.17,27.87,4.73,678
29.11,11.89,60.07,111.04,26.84,3.07,879.03,16.24,2.46,679
38.45,12.96,52.83,330.0,11.44,5.49,603.24,21.33,4.76,680
59.63,7.46,77.67,561.03,29.85,4.62,896.96,25.25,3.23,681
57.04,14.01,92.15,137.68,24.38,5.06,238.65,10.69,4.92,682
59.18,8.13,91.72,680.95,28.04,3.65,858.06,14.6,5.48,683
42.7,2.82,59.53,434.37,17.19,5.98,280.71,19.13,2.37,684
53.27,3.2,96.05,546.81,11.58,2.45,443.57,28.79,2.05,685
59.71,9.6,65.28,805.02,13.47,4.11,672.83,14.9,2.09,686
33.76,11.83,74.17,498.86,24.07,3.07,723.86,13.14,2.0,687
25.1,3.91,97.64,843.79,10.4,3.72,192.92,22.97,2.31,688
43.61,7.05,69.23,972.96,20.68,2.16,606.89,27.24,4.97,689
55.79,10.4,78.35,532.39,19.47,2.91,283.22,26.03,2.29,690
39.64,3.0,70.1,698.48,16.7,4.4,357.28,16.16,3.82,691
28.25,6.82,96.29,154.05,19.4,2.68,955.79,13.86,5.56,692
36.93,14.2,84.75,889.01,25.58,2.53,242.54,20.43,5.14,693
33.92,2.8,83.45,890.63,24.79,2.24,383.31,21.11,2.82,694
43.56,10.51,77.5,558.87,21.62,2.89,455.72,13.39,5.13,695
41.18,4.48,53.16,408.36,25.94,3.58,419.66,21.87,5.19,696
50.88,13.46,64.91,352.8,11.74,4.75,589.85,15.11,2.68,697
51.8,6.17,89.9,808.99,11.39,2.8,107.94,11.0,4.29,698
32.52,6.68,63.73,828.41,23.78,5.77,278.86,28.17,5.68,699
