[train / TSV_RDL - Task 2] result exists, skipped.
[test / TSV_RDL - Task 178] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut178.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 181] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 6222.
PyAEDT INFO: Starting new AEDT gRPC session on port 6222.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 6222 after 5.7 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 6222.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_181_1783476337_46308.aedt.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 36552!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_181_1783476337_46308.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_181_1783476337_46308 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_181_1783476337_46308 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 10.0m 14.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_179_1783475844_33644_SNP/temp_test_TSV_RDL_179_1783475844_33644.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_179_1783475844_33644_SNP/temp_test_TSV_RDL_179_1783475844_33644.s2p
[test / TSV_RDL - Task 179] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut179.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 182] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 9721.
PyAEDT INFO: Starting new AEDT gRPC session on port 9721.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 9721 after 5.7 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 9721.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_182_1783476478_33644.aedt.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 26232!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_182_1783476478_33644.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_182_1783476478_33644 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_182_1783476478_33644 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 8.0m 38.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_182_1783476478_33644_SNP/temp_test_TSV_RDL_182_1783476478_33644.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_182_1783476478_33644_SNP/temp_test_TSV_RDL_182_1783476478_33644.s2p
[test / TSV_RDL - Task 182] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut182.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 183] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 6967.
PyAEDT INFO: Starting new AEDT gRPC session on port 6967.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 6967 after 6.0 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 6967.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_183_1783477021_33644.aedt.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 30432!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_183_1783477021_33644.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_183_1783477021_33644 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_183_1783477021_33644 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 11.0m 26.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_181_1783476337_46308_SNP/temp_test_TSV_RDL_181_1783476337_46308.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_181_1783476337_46308_SNP/temp_test_TSV_RDL_181_1783476337_46308.s2p
[test / TSV_RDL - Task 181] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut181.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 184] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 9584.
PyAEDT INFO: Starting new AEDT gRPC session on port 9584.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 9584 after 4.3 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 9584.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_184_1783477046_46308.aedt.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 49476!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_184_1783477046_46308.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_184_1783477046_46308 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_184_1783477046_46308 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 7.0m 3.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_183_1783477021_33644_SNP/temp_test_TSV_RDL_183_1783477021_33644.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_183_1783477021_33644_SNP/temp_test_TSV_RDL_183_1783477021_33644.s2p
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 6.0m 42.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_184_1783477046_46308_SNP/temp_test_TSV_RDL_184_1783477046_46308.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_184_1783477046_46308_SNP/temp_test_TSV_RDL_184_1783477046_46308.s2p
[test / TSV_RDL - Task 184] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut184.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 185] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 13139.
PyAEDT INFO: Starting new AEDT gRPC session on port 13139.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
[test / TSV_RDL - Task 183] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut183.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 186] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 13239.
PyAEDT INFO: Starting new AEDT gRPC session on port 13239.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 13139 after 5.8 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 13139.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_185_1783477462_46308.aedt.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 1580!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_185_1783477462_46308.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_185_1783477462_46308 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Electronics Desktop started on gRPC port 13239 after 4.5 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 13239.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_186_1783477466_33644.aedt.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 44724!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_186_1783477466_33644.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_186_1783477466_33644 has been opened.
PyAEDT INFO: Project temp_test_TSV_RDL_185_1783477462_46308 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_186_1783477466_33644 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 28.0m 8.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_180_1783476023_48356_SNP/temp_test_TSV_RDL_180_1783476023_48356.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_180_1783476023_48356_SNP/temp_test_TSV_RDL_180_1783476023_48356.s2p
[test / TSV_RDL - Task 180] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut180.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 187] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 1118.
PyAEDT INFO: Starting new AEDT gRPC session on port 1118.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 1118 after 6.2 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 1118.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_187_1783477730_48356.aedt.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 54620!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_187_1783477730_48356.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_187_1783477730_48356 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_187_1783477730_48356 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 10.0m 5.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_185_1783477462_46308_SNP/temp_test_TSV_RDL_185_1783477462_46308.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_185_1783477462_46308_SNP/temp_test_TSV_RDL_185_1783477462_46308.s2p
[test / TSV_RDL - Task 185] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut185.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 188] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 3029.
PyAEDT INFO: Starting new AEDT gRPC session on port 3029.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 3029 after 4.7 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 3029.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_188_1783478084_46308.aedt.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 50316!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_188_1783478084_46308.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_188_1783478084_46308 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_188_1783478084_46308 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 10.0m 45.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_186_1783477466_33644_SNP/temp_test_TSV_RDL_186_1783477466_33644.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_186_1783477466_33644_SNP/temp_test_TSV_RDL_186_1783477466_33644.s2p
[test / TSV_RDL - Task 186] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut186.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 189] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 10831.
PyAEDT INFO: Starting new AEDT gRPC session on port 10831.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 10831 after 4.4 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 10831.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_189_1783478128_33644.aedt.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 32008!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_189_1783478128_33644.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_189_1783478128_33644 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_189_1783478128_33644 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 8.0m 50.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_187_1783477730_48356_SNP/temp_test_TSV_RDL_187_1783477730_48356.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_187_1783477730_48356_SNP/temp_test_TSV_RDL_187_1783477730_48356.s2p
[test / TSV_RDL - Task 187] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut187.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 190] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 13951.
PyAEDT INFO: Starting new AEDT gRPC session on port 13951.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 13951 after 4.6 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 13951.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_190_1783478280_48356.aedt.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 25360!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_190_1783478280_48356.aedt correctly loaded. Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_190_1783478280_48356 has been opened.
PyAEDT INFO: Active Design set to TSV_RDL
PyAEDT INFO: AEDT objects correctly read
PyAEDT INFO: Modeler class has been initialized! Elapsed time: 0m 0sec
PyAEDT INFO: Project temp_test_TSV_RDL_190_1783478280_48356 Saved correctly
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Solving all design setups. Analysis started...
PyAEDT INFO: Design setup None solved correctly in 0.0h 10.0m 5.0s
PyAEDT INFO: Key Desktop/ActiveDSOConfigurations/HFSS correctly changed.
PyAEDT INFO: Exporting Touchstone C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_188_1783478084_46308_SNP/temp_test_TSV_RDL_188_1783478084_46308.s2p
PyAEDT INFO: Touchstone correctly exported to C:/ffzhzh/LocalFiles/Ansys_Project_Files/temp_test_TSV_RDL_188_1783478084_46308_SNP/temp_test_TSV_RDL_188_1783478084_46308.s2p
[test / TSV_RDL - Task 188] simulation completed: C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS150_50_Connection2\test\TSV_RDL\dut188.s2p
PyAEDT INFO: Desktop has been released and closed.
[test / TSV_RDL - Task 191] simulation started.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Initializing new Desktop session.
PyAEDT INFO: AEDT version 2026.1.
PyAEDT INFO: New AEDT session is starting on gRPC port 13119.
PyAEDT INFO: Starting new AEDT gRPC session on port 13119.
PyAEDT INFO: Launching AEDT server with gRPC transport mode: TransportMode.WNUA
PyAEDT INFO: Electronics Desktop started on gRPC port 13119 after 6.0 seconds.
PyAEDT INFO: AEDT installation Path C:\Program Files\ANSYS Inc\v261\AnsysEM
PyAEDT INFO: Connected to AEDT gRPC session on port 13119.
PyAEDT INFO: Non-graphical mode detected. Disabling Desktop logs.
PyAEDT INFO: Python version 3.11.15 | packaged by Anaconda, Inc. | (main, Mar 11 2026, 17:12:15) [MSC v.1942 64 bit (AMD64)].
PyAEDT INFO: Parsing C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_191_1783478710_46308.aedt.
PyAEDT INFO: PyAEDT version 1.0.1.
PyAEDT INFO: Returning found Desktop session with PID 15600!
PyAEDT INFO: File C:\ffzhzh\LocalFiles\Ansys_Project_Files\temp_test_TSV_RDL_191_1783478710_46308.aedt correctly loaded. Elapsed time: 0m 0sec
